# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AFUB_040880	AFUB_040880	AFUB_040880-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_040890	AFUB_040890	AFUB_040890-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFUB_040900	AFUB_040900	AFUB_040900-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_040910	AFUB_040910	AFUB_040910-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_041110	AFUB_041110	AFUB_041110-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_041120	AFUB_041120	AFUB_041120-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_041130	AFUB_041130	AFUB_041130-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_041210	AFUB_041210	AFUB_041210-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_041220	AFUB_041220	AFUB_041220-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_041230	AFUB_041230	AFUB_041230-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_041970	AFUB_041970	AFUB_041970-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_041980	AFUB_041980	AFUB_041980-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_041990	AFUB_041990	AFUB_041990-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_042000	AFUB_042000	AFUB_042000-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_042010	AFUB_042010	AFUB_042010-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_042280	AFUB_042280	AFUB_042280-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_042290	AFUB_042290	AFUB_042290-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_042300	AFUB_042300	AFUB_042300-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_042310	AFUB_042310	AFUB_042310-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_042320	AFUB_042320	AFUB_042320-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_042330	AFUB_042330	AFUB_042330-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_042450	AFUB_042450	AFUB_042450-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_042460	AFUB_042460	AFUB_042460-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_042470	AFUB_042470	AFUB_042470-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_042480	AFUB_042480	AFUB_042480-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_042600	AFUB_042600	AFUB_042600-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_042610	AFUB_042610	AFUB_042610-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_042620	AFUB_042620	AFUB_042620-T	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_042630	AFUB_042630	AFUB_042630-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_043100	AFUB_043100	AFUB_043100-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_043110	AFUB_043110	AFUB_043110-T	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_043120	AFUB_043120	AFUB_043120-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_043690	AFUB_043690	AFUB_043690-T	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFUB_043710	AFUB_043710	AFUB_043710-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_043720	AFUB_043720	AFUB_043720-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_043730	AFUB_043730	AFUB_043730-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_043740	AFUB_043740	AFUB_043740-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_043760	AFUB_043760	AFUB_043760-T	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AFUB_043770	AFUB_043770	AFUB_043770-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_044210	AFUB_044210	AFUB_044210-T	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFUB_044220	AFUB_044220	AFUB_044220-T	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFUB_044230	AFUB_044230	AFUB_044230-T	protein_coding	0	0	0	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_044240	AFUB_044240	AFUB_044240-T	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AFUB_044250	AFUB_044250	AFUB_044250-T	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFUB_044290	AFUB_044290	AFUB_044290-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_044300	AFUB_044300	AFUB_044300-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_044310	AFUB_044310	AFUB_044310-T	protein_coding	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
AFUB_044540	AFUB_044540	AFUB_044540-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_044550	AFUB_044550	AFUB_044550-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_044560	AFUB_044560	AFUB_044560-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_044570	AFUB_044570	AFUB_044570-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_044660	AFUB_044660	AFUB_044660-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_044670	AFUB_044670	AFUB_044670-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_044680	AFUB_044680	AFUB_044680-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_044690	AFUB_044690	AFUB_044690-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_045210	AFUB_045210	AFUB_045210-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_045220	AFUB_045220	AFUB_045220-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_045230	AFUB_045230	AFUB_045230-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_045240	AFUB_045240	AFUB_045240-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_045250	AFUB_045250	AFUB_045250-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_045260	AFUB_045260	AFUB_045260-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_045530	AFUB_045530	AFUB_045530-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_045540	AFUB_045540	AFUB_045540-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_045670	AFUB_045670	AFUB_045670-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_045680	AFUB_045680	AFUB_045680-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_045730	AFUB_045730	AFUB_045730-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_045740	AFUB_045740	AFUB_045740-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_045750	AFUB_045750	AFUB_045750-T	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_045760	AFUB_045760	AFUB_045760-T	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFUB_045770	AFUB_045770	AFUB_045770-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_045780	AFUB_045780	AFUB_045780-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_045870	AFUB_045870	AFUB_045870-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_045880	AFUB_045880	AFUB_045880-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_046210	AFUB_046210	AFUB_046210-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_046220	AFUB_046220	AFUB_046220-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_046230	AFUB_046230	AFUB_046230-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_046240	AFUB_046240	AFUB_046240-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_046250	AFUB_046250	AFUB_046250-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_046260	AFUB_046260	AFUB_046260-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_047520	AFUB_047520	AFUB_047520-T	protein_coding	0	0	0	34	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
AFUB_047530	AFUB_047530	AFUB_047530-T	protein_coding	0	0	0	34	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
AFUB_047540	AFUB_047540	AFUB_047540-T	protein_coding	4	15	2	13	0	0	0	0	0	0	4	12	2	0	0	0	2	1	14	2
AFUB_047550	AFUB_047550	AFUB_047550-T	protein_coding	0	0	0	34	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
AFUB_047560	AFUB_047560	AFUB_047560-T	protein_coding	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
AFUB_047880	AFUB_047880	AFUB_047880-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_047890	AFUB_047890	AFUB_047890-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_048040	AFUB_048040	AFUB_048040-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_048050	AFUB_048050	AFUB_048050-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_048060	AFUB_048060	AFUB_048060-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_048070	AFUB_048070	AFUB_048070-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_048240	AFUB_048240	AFUB_048240-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_048250	AFUB_048250	AFUB_048250-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_048260	AFUB_048260	AFUB_048260-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_048510	AFUB_048510	AFUB_048510-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_048520	AFUB_048520	AFUB_048520-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_048530	AFUB_048530	AFUB_048530-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_048630	AFUB_048630	AFUB_048630-T	protein_coding	0	0	0	49	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0
AFUB_048730	AFUB_048730	AFUB_048730-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_049860	AFUB_049860	AFUB_049860-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_049870	AFUB_049870	AFUB_049870-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_049880	AFUB_049880	AFUB_049880-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_049890	AFUB_049890	AFUB_049890-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_049930	AFUB_049930	AFUB_049930-T	protein_coding	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
AFUB_049960	AFUB_049960	AFUB_049960-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_049970	AFUB_049970	AFUB_049970-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_049980	AFUB_049980	AFUB_049980-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_049990	AFUB_049990	AFUB_049990-T	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_050000	AFUB_050000	AFUB_050000-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_050010	AFUB_050010	AFUB_050010-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_050020	AFUB_050020	AFUB_050020-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_050770	AFUB_050770	AFUB_050770-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_050780	AFUB_050780	AFUB_050780-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_050790	AFUB_050790	AFUB_050790-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_051950	AFUB_051950	AFUB_051950-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_051960	AFUB_051960	AFUB_051960-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_051970	AFUB_051970	AFUB_051970-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_051980	AFUB_051980	AFUB_051980-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_052540	AFUB_052540	AFUB_052540-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_052550	AFUB_052550	AFUB_052550-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_052560	AFUB_052560	AFUB_052560-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_052570	AFUB_052570	AFUB_052570-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_052580	AFUB_052580	AFUB_052580-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_052590	AFUB_052590	AFUB_052590-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_052780	AFUB_052780	AFUB_052780-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_052790	AFUB_052790	AFUB_052790-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_052800	AFUB_052800	AFUB_052800-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_052810	AFUB_052810	AFUB_052810-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_052990	AFUB_052990	AFUB_052990-T	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
AFUB_053000	AFUB_053000	AFUB_053000-T	protein_coding	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
AFUB_053080	AFUB_053080	AFUB_053080-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_053090	AFUB_053090	AFUB_053090-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_053100	AFUB_053100	AFUB_053100-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_053260	AFUB_053260	AFUB_053260-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_053270	AFUB_053270	AFUB_053270-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_053280	AFUB_053280	AFUB_053280-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_053290	AFUB_053290	AFUB_053290-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_053300	AFUB_053300	AFUB_053300-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_053670	AFUB_053670	AFUB_053670-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_053680	AFUB_053680	AFUB_053680-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_053690	AFUB_053690	AFUB_053690-T	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_053700	AFUB_053700	AFUB_053700-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_053710	AFUB_053710	AFUB_053710-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_054010	AFUB_054010	AFUB_054010-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_054020	AFUB_054020	AFUB_054020-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_054030	AFUB_054030	AFUB_054030-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_054770	AFUB_054770	AFUB_054770-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_054780	AFUB_054780	AFUB_054780-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_054790	AFUB_054790	AFUB_054790-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_054800	AFUB_054800	AFUB_054800-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_054810	AFUB_054810	AFUB_054810-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_054820	AFUB_054820	AFUB_054820-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_054880	AFUB_054880	AFUB_054880-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_054890	AFUB_054890	AFUB_054890-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_054900	AFUB_054900	AFUB_054900-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFUB_055090	AFUB_055090	AFUB_055090-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_055100	AFUB_055100	AFUB_055100-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_055110	AFUB_055110	AFUB_055110-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_055120	AFUB_055120	AFUB_055120-T	protein_coding	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_055130	AFUB_055130	AFUB_055130-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_055140	AFUB_055140	AFUB_055140-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_055150	AFUB_055150	AFUB_055150-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_055160	AFUB_055160	AFUB_055160-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_055170	AFUB_055170	AFUB_055170-T	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_055180	AFUB_055180	AFUB_055180-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_055190	AFUB_055190	AFUB_055190-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_055200	AFUB_055200	AFUB_055200-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_055510	AFUB_055510	AFUB_055510-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_055520	AFUB_055520	AFUB_055520-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_055530	AFUB_055530	AFUB_055530-T	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFUB_055540	AFUB_055540	AFUB_055540-T	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_055550	AFUB_055550	AFUB_055550-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_055560	AFUB_055560	AFUB_055560-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_056270	AFUB_056270	AFUB_056270-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_056280	AFUB_056280	AFUB_056280-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_056290	AFUB_056290	AFUB_056290-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_056640	AFUB_056640	AFUB_056640-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_056650	AFUB_056650	AFUB_056650-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_056660	AFUB_056660	AFUB_056660-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_056670	AFUB_056670	AFUB_056670-T	protein_coding	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFUB_056680	AFUB_056680	AFUB_056680-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_056690	AFUB_056690	AFUB_056690-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_056700	AFUB_056700	AFUB_056700-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_056900	AFUB_056900	AFUB_056900-T	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AFUB_056910	AFUB_056910	AFUB_056910-T	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFUB_056920	AFUB_056920	AFUB_056920-T	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFUB_056930	AFUB_056930	AFUB_056930-T	protein_coding	0	0	0	6	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFUB_056940	AFUB_056940	AFUB_056940-T	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AFUB_057170	AFUB_057170	AFUB_057170-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_057180	AFUB_057180	AFUB_057180-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
